Company,Star Rating,Current Employee,Work Duration,Review Title,Date Posted,Job Title,Job Location,Recommend,CEO Approval,Business Outlook,Pros,Cons,Advice to Management
Meta,5.0,1,more than 3 years,"My first job, it does not get better than this",2012-08-29,Software Engineer,"Montreal, QC",2,2,2,"- Everyday is different
- Good progression in the company
- Nice people
- Overall faith in the company",- The expectations are pretty high,
Meta,5.0,1,more than 1 year,Best company I've worked at. Everyone's voice is heard.,2012-11-19,Anonymous Employee,"Mississauga, ON",2,2,2,"Fast paced, empowering, no hierarchy or red tape, truly ""open"" culture",culture is different in support functions versus Engineering and the business,
Meta,5.0,1,more than 3 years,Simply Great,2013-01-02,Senior Software Engineer,"Toronto, ON",2,2,2,"Amazing work environment, friendly co-workers, and a huge salary.",They should recruit from every society. Thr is hardly anything that I will be able to say against them.,Do come to MNNIT for campus recruitment.
Meta,5.0,1,more than 1 year,I love coming to work every day,2013-09-06,Anonymous Employee,"Calgary, AB",2,2,2,Ability to have impact. Open communication. Work-life balance. Smart people. Fun.,can't think of any at the moment,"Don't forget that really smart, talented people work outside of HQ"
Meta,5.0,1,more than 1 year,A great company to work for!,2014-08-02,Software Engineer,"Montreal, QC",2,2,2,Goes out of the way to help you be your best.,"Getting bigger (Google size), so obviously if you are looking for startup-ish growth, go elsewhere.",
Meta,5.0,1,more than 1 year,Really nice job,2015-01-31,Software Engineer,"Vancouver, BC",2,0,1,"good food
full health care and lots of other benefits like transport or gym reimbursement
huge impact on IT world","well, not as many offices as Google has",Make more offices
Meta,5.0,1,more than 1 year,Hardware Validation Engineer,2015-08-13,Anonymous Employee,"Menlo Park, CA",2,0,2,The people working there are very fun and kind.,Sometimes there is poor work life balance,keep on killing it. Keep the organization flat
Meta,5.0,1,more than 5 years,Longtimer,2015-09-09,Anonymous Employee,"Austin, TX",2,0,2,"passionate people, dynamic environment, flexible, constant change","growing pains, middle management, unclear expectations",give your employees room to grow. trust them.
Meta,4.0,0,more than 3 years,"Lots of Perks, Lots of Work",2016-06-15,User Operations Specialist,"Menlo Park, CA",2,2,2,Facebook is an embarrassment of riches. They have everything one needs to take good care of themselves on campus,These perks aren't as useful when you have a family at home who you sit down at a dinner table with or leave work and go home to.,The company culture changes quickly. I suppose this is not uncommon for a fast growing startup but it was hard to recognize the company I started with when I left. All-in-all it was a good experience.
Meta,4.0,1,,Great Work Experience,2016-12-12,Anonymous Employee,"Menlo Park, CA",2,2,0,Facebook is a fun company to work for. People are laid back. Lots of fun activities and celeb appearances. Good compensation and lots of room for growth.,Facebook is currently gentrifying East Palo Alto. A lot of families in the areas surrounding Facebook can not afford to compete of housing with the Facebook employees who are making high salaries.,Continue to work on diversity and inclusion. Be more aware of cultural bias and prejudice and always nip in the bud to ensure all members of the Facebook community feel comfortable.
Meta,5.0,1,less than 1 year,Great company for college grads,2017-11-03,Software Engineer,"Seattle, WA",2,2,2,"The company culture is really great, which is like night and day for productivity.","Employees are younger, generally speaking, than Google, so there's fewer super well-known people.",
Meta,5.0,1,more than 3 years,Software Engineer,2018-04-18,Software Engineer,"Seattle, WA",2,2,1,Engineers are trusted with a lot of freedom.,It’s move fast and break things culture can sometimes be chaotic.,Some important decisions should be more carefully evaluated before pushing through.
Meta,5.0,1,more than 1 year,Your impact drives your career; Facebook is by far the greatest company I’ve ever worked for!,2018-06-23,Reception Associate,"Menlo Park, CA",2,2,2,"Opportunity, relationships, benefits, work-life balance","Too be honest, can’t find to many cons to the company.",
Meta,5.0,1,less than 1 year,Great company!,2018-11-26,Recruiter,"New York, NY",2,2,2,"Challenging, high-profile work; great employee benefits; smart colleagues; informal, flat organization",A lot of external focus and criticism,Ramp up sharing the good that we do with the outside world
Meta,5.0,1,less than 1 year,Recommend,2019-02-05,Software Engineer,"Menlo Park, CA",2,1,1,"- Challenging engineering work.
- Food is really good.
- People are smart.","- Questionable user privacy handling.
- Work life balance can be improved.",Just be more user-centric.
Meta,5.0,1,more than 3 years,"Incredible culture,amazing people",2019-03-07,Executive Assistant,"Menlo Park, CA",2,2,2,"Really care about their people
Everyone has a voice
Best benefits
Best perks",No work life balance,
